Tam_73	Pona varsham aaduna CSK vaada idhu nu doubt e vara alavukku irukku What a comeback 
Tam_74	Dai ithuku ethuku daa 1.1k likes
Tam_75	World level hit Ava podu karnan movie
Tam_76	Vaipilla raja
Tam_77	andha pachai sattai BBC madhiri dhaan thonudhu
Tam_78	 mathiri illa antha aunty ye dhan....getup change pannalum character change' pannama apdiyee irruku @Varnajalam Mini Crafts
Tam_79	Padam yedathathu avaru award vangurathu kaga ela bro. Next generation yosikurathu kaga. Atha serious ah pesalame. Dhanush national award vanguna ungaluku ena projanam.
Tam_80	Nee ingàyum vantiyaa
Tam_81	Maiyiru mathi eruku padom
Tam_82	Kandipa kopulam... Dhropathi film ku kodukalam
Tam_83	Ama bro Tamil natla Ulla varalara aluchadhe indha thiravidargal dha.... DMK
Tam_84	 dei Murali nee enga da inga naan thaan Akash uh  @Murali Dharan
Tam_85	 daiii nee epdi en Cmt patha ???  @Steve Evans RDJ
Tam_86	 kodiyankulam sambavam poludhU ADMK is the ruling party  @Siva Kumar
Tam_87	ethku yellam starting ku reason dmk dhan kalaingar
Tam_88	Ippavum intha maari vishiyam la nadakutha bro
Tam_89	veliya dha Nallavaga Mari but ellaru apdi dha ma
Tam_90	 ippa illa athukku nanga Vita mattom
Tam_91	puriyala bro detail ah solunga
Tam_92	elai idhu admk jayalaitha panathule admk karanga thaan jaathi veri pidichavanga
Tam_93	Madan Anna soldrangalla kelunga
Tam_94	DMK Ilana United States of uttar Pradesh la irthu irparu
Tam_95	Oscar a kathava thata vaiunga
Tam_96	Kooti varungal ila kaiyoda eduthu varungal
Tam_97	3 years ku munnadi nan kooda mg anna video paathutu irrunthen ippo othu thallitu irrukken you will also change
Tam_98	yes bro ippo mg konjam chevudu kaduraru
Tam_99	selfish nu ipo puriyathu bro ivangalukuu..blind ha MG ya follow panravanga ivangala
Tam_100	Yeah 3 years before he is ok informative aa etho potutu irrunthan. but ippo news paathutu vanthu video poduran and attitude vera punda mathiri irrukku gap la pee joke vera athan veri koothi aaguthu ivana paathale
Tam_101	Bro vera level movie Dhanush veriyan bro na. ..
Tam_102	Ean channal la check pani paruka anna
Tam_103	Pls like podu pa madanuuuuuu Thodarndhu five days ah marakkama odane comment panren
Tam_104	Mari Selvaraj and cast story are deadliest combo
Tam_105	Evlo sikkarama vanthalum 390 Cathy like tha podamudiyuthu
Tam_106	ANDA VARA SOLLUGGA MADAN GOWRIYA KAIODA KUTTY VARUNGGA
Tam_107	Na num uakala pathu nanum try pani erukan
Tam_108	Vera mari mg bro
Tam_109	Bobby Fischer pathi oru video MG. Please
Tam_110	Thalaiva intha video than waiting
Tam_111	Mg oru like kudupa
Tam_112	Vere level bro eppo thaan padam patey
Tam_113	Dhanush anna vera level
Tam_114	Nenachen ippudi oru topic solluvennu
Tam_115	Unga hairstyle name enna bro😭😭😭😭😭😭 sollunga bro 😭😭😭
Tam_116	Bro talk about BTS plsssssssssssssssssssssss
Tam_117	Madanu enna ya review lam pandraa mass dhn poo
Tam_118	1st comment mg anna squad
Tam_119	Madan anna nalla irukinghala
Tam_120	Vara 11 padam pathachu
Tam_121	Vera marri Vera marri Vera marri
Tam_122	Romba perumaiya eruku
Tam_123	Appa eruthavaga atimaiya erunthaga eppa avagalukku atimaiya erukaga etha unma ethu மறைமுகமாக நடக்குது
Tam_124	Jaathi ya kandu pidichava mattum kaila kedachan oda oda vettu va
Tam_125	National award conform to this movie....
Tam_126	Simple school,college Cast based education remove pannitu generaln pota podhum with low fee
Tam_127	Stop panra ore visiyam padipu
Tam_128	Yes , 💯% correct, En ooru kodiyankulam village.Ninga enga data collect pannuninga teriyala ,ana ninga solrathu Ellam 💯% unmai,,,Nalla valarnthu vantha engalai saathi Veri pidithavargal police oda sernthu nadithiya arajagam innum Kan munnadi iruku,konjam Kuda marakka mudiyathu,,Antha time nan 6years kid ,,ana Kuda yethum marakka mudiyathu police naayinga senja arajagam Nalla nyabagam iruku enna enna nadanthatho athu Ellam ,unmai story sonnathuku 🙏
Tam_129	ne sonna Ella scene um karnan la irukudu
Tam_130	Yethanai karnan vandhalum kannuku theriyadha kodiyankulamum maanjolaium irudhu kondedhan iruku manithanai manithan manithanai parkaadha varai ingu yedhum maara povathilla nanbargakl jathi parpathillai unmai anaal andha Nanban uraavaai varuvadhai andha manam yerpathillai natpu kadhal yellam mayai jathi madham piditha yaanai oorai alithe thiiroom manitha unaku kudutha vazhkai ondru aadhai arthamulladhaga vazh pirar azhivuku kaaranamaai vazhadhe
Tam_131	நீங்க கடைசியா கேட்ட கேள்விக்கு பதில் முதலில் திருமண தகவல் மையத்தில் ஜாதி பெயரை நீக்க வேண்டும்,பள்ளிகள் மற்றும் கல்லூரிகளிலூம் ஜாதி சான்றிதழ் நீக்கப்பட வேண்டும்
Tam_132	Thirumana padhivu seiyumpothu caste name iruka kudathu.. Serithan.. Palli kalloorigalil certificate vangala na thaazhthapatta makkal epdi ipo irukra makkal nilamaiku varuvanga?
Tam_133	இந்த 2 சம்பவங்கள் மட்டும் அல்ல, இன்று அனைத்து செயல்களிலும் வலியவர் எளியவரை வதைத்து கொண்டு தான் இருக்கிறார். ஓட்டுக்காக, வரி பணத்திற்காக மட்டும் விட்டு வைத்திருக்கிறார்கள். இந்த 2 சம்பவங்கள் நாளிதழில் வெளிவந்து மறைக்கப்பட்ட விசயம் தான். கண்டும் காணாத மனிதர்கள் தான் இங்கு அதிகம். இளைய தலைமுறையோ சினிமா மற்றும் மீடியாவை நம்பிதான் இருக்கிறது. அவ்வபோது காதுகளை பிளக்கும் இசையோடு ஒரு குத்தாட்டத்தோடு திரைதுறை ஒரு விசயத்தை கொண்டு சென்றால் தான் விழித்து பார்க்கிறார்கள்.. அதுவும் நாயகனின் அடுத்த புதிய பாடல் வரும் வரை....! ஒற்றுமை, தனி மனித விழிப்புணர்வு அவசியம்.
Tam_134	27 வயசு பையனே அழுகுறான் அதான் கர்ணன்
Tam_135	Na 2009 la oru naal vanguna sambalam 150 than, 12 mani neram Power loom work விசைத்தறி
Tam_136	Dei copy tamil pokkisam already potachi
Tam_137	நீங்க சொன்னது உண்மை நான் கர்ணன் படம் பாத்துட்டேன் நீங்க சொன்னத விட பல மடங்கு கர்ணன் படத்துல காட்டி இருக்கிறார் மாரி அண்ணா. என்னை பொறுத்தவரை ஜாதிய ஒழிக்க முடியுமா என்ற கேள்வியும் நமது சாவு எப்போ என்ற கேள்வியும் ஒன்று. மொத்தமாக மத்தவங்க தேவை என்னவென்று புரியாததால் தான் நிறைய பிரச்சனைகள் ஏற்படுகிறது கர்ணனை படமாக பார்பதை விட கருத்தாக பார்க்க வேண்டும். நான் ஏதாவது உலரி இருந்தால் மன்னிக்கவும்.😊
Tam_138	For caste to be abolished, search for a life with out caste, search for a religion without castration and discrimination.
Tam_139	Nadantha intha Elaam edathulayum mukkeya prechnaiku kaarannam ma police thaan irukaanga ,makkal la paathukaakurathu thaan na avanga velaya irukku , aprom yen ipde panraanga ..
Tam_140	Still casteism , racism exists even in corporates and I have faced it too
Tam_141	Thank you
Tam_142	Madan negalum Karnan Mari than irukiga
Tam_143	MG karnan movie review podunga
Tam_144	இதன் விளைவு முதுகுளத்தூர் கலவரம்
Tam_145	Hi bro this santhosh from india solution
Tam_146	Solution for 0% castism is to giving good education about humanity and understanding of life
Tam_147	Indha maari vishyam naadkkama irrukka namba pasanga kitta ellarum manisanga thanu sollanum caste onnum illa nu sollanum
Tam_148	yow 3rs hike ketadhuke 3 minors ah caste pera solli rape panna country idhu.ivanunga 100rs ketalo padichu muneerinalo viduvanungala Saathi veri paithiyanga.Andha valila than Pa.Ranjith,Vetrimaaran and Maari selvaraj la kathuraanga.
Tam_149	Well, even in 2021!! When I lost my job due to corona.. and I returned back to India!! I met with someone who gave me religion as a reason for not hiring me..!! India is a great country but not all Indians are great.. I still feel some discrimination against Muslims in India!!
Tam_150	I know about mancholai gun shooting
Tam_151	paavikala ippadi caste movie ah eduthu kalavaram start panna poringa da…
Tam_152	Bro, in my childhood 2001 formers wages was 30rs only in my village....
Tam_153	Super bro nega sonnathu Nala yalarukum therichi irukum
Tam_154	Madane nan pado path unga video pakre sry..
Tam_155	Nan ketu valarndha kadhaigal ivai Manjolai issue KodiyanKulam issue keezhvenmani issue Sundaralingam transport issue I'm from Sivakasi
Tam_156	Saathi olippu Thiravidam enga pochi 1990?
Tam_157	better... you can give some ideas............ mathan…
Tam_158	Saathi Veri pudicha naikal
Tam_159	Bro weight potutinga bro
Tam_160	Brother keep maintain your weight it’s suit’s you well
Tam_161	Hello MG I'm from Tirunelveli Ungaluku thryatha neraiya vishyam innumum inga nadanthuttu than iruku caste...nra name..la monthly once we can hear this but athu nandantha maari veliya thryathu, Don't know why Even na padicha college..la ithala rmba kasta patten pasangala vida ponnunga than ithula theevrama irupanga pinjileh avunga parents atha ooti than valakranga ithu yeppo maarumo
Tam_162	Karnan Padam paaka kaasu illa madanuu
Tam_163	Avan Avan kastapatta vedanai sambavamaadaa..... Atai kondu Nee episode aaki kasu paakira echhakaala.sathiyamma solren Coimbatore pakkam vandhuraathe. Vandhee seruppaalaye adipen
Tam_164	Bro karnan movie vera level nega sikirama poi parruga movie vera level
Tam_165	மதனு தம்ப்நைல இருக்கிறது மேலவளவு முருகேசன் அதை பற்றி ஒன்னுமே பேசல (மேலவளவு படுகொலைகள் என்பது மேலவளவு ஊராட்சித் தலைவர் முருகேசன் மற்றும் பட்டியலினத்தைச் சேர்ந்த மக்கள், 1997 ஆம் ஆண்டு சூன் 30 படுகொலை செய்யப்பட்டதைக் குறிக்கிறது)
Tam_166	Innum nadakuthu ... coimbatore la iruku ..
Tam_167	Police ha la .thapana murail kolla pattal. Sattathuku puramba police nadandhukital.police ku thooku dhandanai kodukanu. Podhu janathirku minnal. Dhandanaigal kadumai aanal.kutrangal kuraiyum
Tam_168	nanum tirunelveli karan than anna police mari oru nasakara naainga yarum kidayathu
Tam_169	Every karnan story has caste problems.
Tam_170	Bro maanjosolai sambavamla police dha neraya labour's ahh river la thooki pootu murder pannanga history ahh olunga sollungaa
Tam_171	Na ipa clg finish panita but private clg bro na 12 la 872 mark bro my frd take 6 hundreds something but he is to join the government clg but yanaku government clg kadikala because yana neanga soluanga bro????? The main reason is cast in am vanniyar cast bro vanniyar history pathi video poduanga yapa tha nanga yaru yangala pathi thuariuam bro matha cast people iku and tq bro from this video
Tam_172	Idhuku enna solla vendi iruku?
Tam_173	Sema bro.. innaiku dhan unga meala oru miga periya mariyathai vanthirukku.. rompa crct ah pesureenga naanum tirunelveli karan dhan.
Tam_174	Police still doing this kind of activity on people don’t forget.. 1. Sterlite issue, 2. Jallikattu 3. Sathan Kulam issue and much more..
Tam_175	firstu padatha poi parra fulltime paithiyakar
Tam_176	Yow madhanu yellathayum pesuriye black sheep pannune scam paththi pesuniyaa?
Tam_177	And ippa yanga v2 ponuangala mark pani fake marriage nadakuthu bro yathualam yaru pandera ne soluanga yathuala uangaliku thuarayala 1999 nadantha story solerianga 2000 to 2021 verikuam yathana fake marriage ??? Yatha pathi video poduanga and my name Bala from pondicherry
Tam_178	Ada enappa channel nadauthuringa .. IPL related video podunga.. CSK related video podungapa..
Tam_179	90 Percentage police pichakaranunga than oru road kada vidama picha edukuranunga rowdy kuda eppayachi than Iruka pattavan kitta irunthu pudunguvan but ivanunga ellar kittayum daily picha edupanunga.
Tam_180	Padamae paakama kathaya.. 
Tam_181	Ne Tamil pokkism Vicky ah copy adichu earn panadha own ah content create pannu
Tam_182	Tamil pokisham already said
Tam_183	MY solution already paduthula vanthathuthaan Future la varakudathuna School la eruthu community certificate vangarathe cancel pannanum...
Tam_184	Andha Manjoolai Riots ku karanamey Vadakkan thaan,Eppo Namma Tamizh makkal ku puriyum nu theriyala,Indha Vadanunga Population patukka yearikkitey poittu irukku,ana Namma Lahm kandukavey maitkirom,apro Hindi thaan Tamil natla pesanum nu solluvanga
Tam_185	Madan gowri venmeni sampavem patri theriyuma
Tam_186	MG bro school and collagela comunity certificate catkama avoid pananum
Tam_187	4per 4vithama pesuvanga nu kavala padama vazhidha pothum problem varathu
Tam_188	Nam nattu makkaluku namea theengu ilaipathu jaalyan valabhak padukolai vida kodumayanathu ..
Tam_189	Itha solrathukku ethuku MG MURUKESAN photova potinga ,,,, karnan movie MELAVALAVU sambavam ,,,,,,,, athapathi konjam pesalam ,,, 7 murder
Tam_190	Bro nambi narayan story vidoe podungaa bro
Tam_191	தமிழ்நாட்டிலுள்ள எல்லா வாக்குச்சாவடிகளிலுமுள்ள வாக்கு இயந்திரங்களையும் பரிசீலிக்க வேண்டும். வாக்குப்போட்ட பின் வரும் சீட்டையும் பத்திரப்படுத்தி பதிவு செய்யப்பட்ட வாக்குகளுடன் ஒப்பீடு செய்ய வேண்டும் பிழைக்கும் பட்சத்தில் தேர்தல் ஆணையரை
Tam_192	History solum bothu fulla clear ah solanum bor,en "oru particular caste makkal"nu solringa! Open ah solunga bro! Devendra kula vellalar nu! Apo dhana elarukum theriyum avanga pata kashtam!
Tam_193	Enga oorula inuyum jaathi pakkuru pu.... Irukukanga
Tam_194	Makkal manangalil matumae matram varavendum mathan
Tam_195	Enna anna unga face athey maarii terror aah irruku
Tam_196	Theriyum manchola katha matrangal vendum
Tam_197	Nannu tirunelveli karan
Tam_198	Ipoo elorum caste marathu dhn erukangaa ...suma erukura pasangala en trigger panuringaa ...ponga da deiii # tamilan ah matum erunga
Tam_199	Indhe mari padam eduthalum vetti verapu pesalaye bro,andhe community pata kashtathe makkal ku solranga avolo dha!
Tam_200	 அத தான் நண்பா நானும் சொல்ற  @akilesh raja
Tam_201	Madan Anna Neenga Thumbnail Vacheruka Pic Melavalavu Massacre 1997 Incident
Tam_202	Orey solution thaa madhane...ellaa samugatthinarum ellaa thozhillayum iidupadanum.appo tha veatrumai illaa samuthaayam vuruvaagum.
Tam_203	Bro talk about varginaha incident plz
Tam_204	Political party's ena panitu Erunthaga
Tam_205	Supera sonninga .madhan 👏👏👏 Adhe Madhiri pls madhan. andha venmani sambavathayum sollunga... Koncha use fulla irukum
Tam_206	Bro ipa varaikum jathi veri iruku...If u r belong sc community...u r realise Wat happen to u r subscription count bro....live example…
Tam_207	Yaa yaa bro 2 படங்களின் சாயல் மிக மிக உறுதியாக உள்ளது கர்ணனின்
Tam_208	Ooru rendupatta police ku kondattam not koothadi because we are koothadies
Tam_209	கீழ்வெண்மணிப் படுகொலைகள் PATRI PESAVUM
Tam_210	Dei lusu daileee ne potruka thumbnail kum padathukum samandham ila
Tam_211	Madan anna inthe mathiri kodumaigal oleye saathi oliye vendum anaal athu avalo sulabum ellai enendral saathi oliye atharku adithalemaage ulle mathatthai alikke vendum anaal athuvum avalavu sulabum alla ennandraal madam oliye vendum endral madhathirkkum adithalemage ulle karpanai kathaappaattiremane kadavulai alikka vendum enave kadavulai mare manidhanai ninai evlathaan.
Tam_212	Apa poitu padatha parra.
Tam_213	Kodiyankulam 👉 jathy pathy theriyathavangaluku itha pathi purinchikirathu kashdam. Karnan is painful history. When u feld the pain u will realize the story . Manisana iruntha karnan puriyum . Manusanu solikidu mirukam shirt pants podukidu thiriyuthu ..
Tam_214	Sathankulam thavara neega yappa thati kaka poranga
Tam_215	Thumbnail la irukravangala pathi MG sonaangala?? Yaar athu
Tam_216	Endru than itha sati oliyum 
Tam_217	Thambi nee corona pathithan pesanum, apathan makkal peedhi aavanunga
Tam_218	I am from Ap Bermuda triangle pathhi vedio podungo Madan pls
Tam_219	Matrimonial vachu jathi panranga madan..athayum sollu madan
Tam_220	நீ சொல்வது எல்லாமே நல்லாதா இருக்குது . ஆனா இது மாதிரி நடக்காம இருக்குரத தடுக்கனும்
Tam_221	Venmani padukolai is more than this..
Tam_222	Broh 12 standard ku exam irukka illiya broh sollungo broh plzxxxxzzzzzzzzzzzzzzzzzzzZzzzzzzzzzzzz
Tam_223	Innamum inkaa cost veriyankal undu
Tam_224	Namaba kitta Vella paakuravang ambaluku adimai nu artham illa
Tam_225	Dai sekaram Peasu da muttal
Tam_226	Friends oda caste enaku theriyadhu nu solradhu peruma ila en friend caste therinjum nanga friends dhan solanum adhan solution
Tam_227	Karnan inspired by many villages and forest our leader captain prabhakaran tamil eelam
Tam_228	caste nu soluravaga la atha place la shoot panano bro nanairutha savuadichiduva
Tam_229	Karnan movie intha story based than
Tam_230	Bro 2010 le enaki one day 80rs tha
Tam_231	கர்ணன் படம் அல்ல படைப்பு…
Tam_232	Ippo theriyutha yen north tamilnadu south tamilnada vida welfare ah irukunu ....Ellarume onna irukurathu nala then elarukum yethu important nu therinju padikuranga......
Tam_233	Jathi ah paththi yedhuku da movie yedukuriga
Tam_234	Ada paithyame jadhi venam nu padam edutha jadhi padama? Padichurkaya elaya neela ? Padiparivu elatha naii da nee! Athan epdi erka oru differentiate koda panatheryatha?
Tam_235	Ivan vera summa Iruka mata pola oru topic kedachira koodathu odane ola ola book pa nitu vanthurva
Tam_236	Enna madhanu wait poturucha
Tam_237	Pro Na movie full la padudan Ne ga padegala poi solu thada pro
Tam_238	Schools la fill pandra forms la caste nu oru kealviya yedutha nalla irukum next generation caste nu onnu irukurathu theriyama valaratum
Tam_239	Police aa vachi tan nalla aadranga..
Tam_240	Ethu release aidichi nu niga sollitha enaku ippo therium 
Tam_241	Mg bro daily unga video ketutu tha thunguva but ipo yella ads skip pandrathuku yenthiruche thookam poiduthu
Tam_242	1999 la soldringa....innaikum enga oorla agri labour ku 120 +two time tea atha salary....
Tam_243	Inga poi irunthu pathutu atha pathi pesunga
Tam_244	Our MG squad is reaching 5million 
Tam_245	Bro vaai la ennamo vechutu pesra mariye irku bro
Tam_246	Ama bro exactly idhala movie la vanthuruku 👍 idha base pani tha movie iruku 🔥
Tam_247	Ivan vera sathaaaa edukuranda
Tam_248	Enna pa madhanee padoo pakaleenu poi solrehh
Tam_249	Ivolo thapu panuna police ku la punishment kidaikavae ilaya
Tam_250	Saththan kulam pirachanaiku eanna pannuninga thambi
Tam_251	Thala first na movie pakuren adukulla ni idu podadha🤣
Tam_252	Bro ,comparing photo lam enga bro edikuringa .drishyam2,aparum karnan and many I have seen in thumbnail,aparum naan thumbnail mattum pathutu command panringa neenaikalaam and subscriber and mg's family
Tam_253	Semma veri bro...ana Namma makkal konja naalaiku tha..thirumba yarachum cycle la yo... illa yarachu yaar phon a pudungunaalo atha pathi pesa aramichuruvanga..itha folow panna Seri....
Tam_254	Anna mel valau sampavam solli irukalam same crime 🔥🙏
Tam_255	Adhuku en daa eyes a round panniruka en nose a round panni vaida lusu payya.....
Tam_256	Enna madhanu muunjila thoppa poduduthu
Tam_257	Community Certificate issue panama irudhalea podum anna
Tam_258	Innaikum police a nambha koodadhu
Tam_259	Manjolai enga area pakam than ethu lam engaluku therijathu
Tam_260	Madan plz speak about vaasaathi case....
Tam_261	Nanunum yennum Karnan padam pakkala but un vedio atha 2years kulantha death aluthutanya…
Tam_262	Bro real karnanunu thumbnail a vachirunthinga atha patthi sollva illa
Tam_263	Sollution .....caste nu kekkalanaale Pothu...
Tam_264	Bro as you said..Apokoda padichvanga kammi..but ipo recenta sterlite issuelaye pathrukom..kaasu irukravanku matumdhn indha society..kaasu illadhavnga unmayana vishayathku poradave kodadhundradhu ipo varaikum nadandhtudhn iruku..100 periyar vandhalum thirutha mudiadhu ivanungla
Tam_265	Madhan Gowri sir ஆருத்ரா தரிசனம் in Chidhambaram pathi detail video podunga
Tam_266	Keta diravidathal vilnthom nu soluvainga yendha thiravida katchi odukapata makaluku yedira yenna pannanga nu theriyala ithu pola u.p la 1000sambavam nadakum athu theriyathu intha muta payalaugaluku
Tam_267	Enaku puriyave ila karnan movie avlo nala irunthucha ila enaku than olunga puriyalaiya padam....🙄ungaluku lam nala irunthucha padam
Tam_268	Padam pathuku oru video podunga bro
Tam_269	En amma ooru thaa athu Yes maraka mudiyatha sambavam nu Amma soli erukanga
Tam_270	Photo la irukura antha nabar yaar endru sollave illaye
Tam_271	Ada yaru paththalam adikadi thamline mathikita irukega
Tam_272	Adaei mathan my father 2000 thla 50 thada salary vangunanga
Tam_273	Karnan vera level padam ,dhanush anna fans hit like
Tam_274	Ethuku solutions Ella anna enna pannalum cost pirachanai madum not yet
Tam_275	Manusana manusana mathika aarambichale jathium irukathu mathamum irukathu …
Tam_276	Sssssss..... innumae intha jaathi avamana padutha paduranga... nangalum paduchi nalla nilamailatha irukkom....... yellam maarum oru nilamaium varum
Tam_277	Ayyappa Swamy inithan unnaku theridha appo Needhan common person.. konjam therinjutu pesu
Tam_278	Yarlam karnan movie pathutinga
Tam_279	Namma thalavan irukkum pothu jathi vachsu problem nadanthatha nan kelvi padalai Tamil Nadu la ORU nalla thalaivan irunthal ippadi Ellam nadanthu irukkathu namma birth certificate la jathi enru vara idaththila. Ilangai tamilan enru than irukkum
Tam_280	nenga sonathu eallam moviela eruku super.....
Tam_281	Thanks anna intha video pannathukku
Tam_282	Konjam 12th students pathi pesuga bro
Tam_283	Bro ninga mimicry pannuvingla
Tam_284	Intha mathiri topic Mattum thooki vachi pesuringa.... politician mathiri ... theatre poi pathuruntha theriyum.....
Tam_285	Comments pakka vadhavanga like pannunga.
Tam_286	Bro nenga sonna story dito of karnan it is not inspired it is real story
Tam_287	MG Mandela movie paruga athuvum ithu maari caste problem taan but fun aaa irrukum
Tam_288	 Shagar Na movie nala irruku taan sona bro tension aagathiga  @Balaji
Tam_289	madan Anna wikipedia la dhan pathu video poduvaru romba depth ha poivitu search panamatraru and thanks for replying me  @Kalaiyarasi P 
