id,text,category
TA_HL225,athan sila ponnunga vantha evlo periya frienship a irunthalum .. gaali panniduvalunga....,NOT
TA_HL227,Athu en Antha pillai photo mattum podala....Avalum senthuthaana pona,NOT
TA_HL228,athu epdi thimingalam 2peru vanthangala[,NOT
TA_HL230,athu kooda namakita ilaya ivlo nal apo yena tan paranga,NOT
TA_HL231,"athukku pidikkala athanala than thupputhu, ore mathiri kuduththa, negoa sapduvigkala first.....",NOT
TA_HL233,Athuvae pakka sagikalaaa athaaa pathuuu pandraaa unnaaaa enna seiyalamm .......[,NOT
TA_HL239,Avanga rendu perum thappa edhume pesala jus sanda thaan podranga.. aana chumma pesnalae thappu thappu nu solrathulaam too much.. task laam supera panranga..,NOT
TA_HL244,ayoo avaru ethir pakkama pannathu Ella ean ippadi potu avaru Manasa kasta paduthringa,NOT
TA_HL246,Ayoo nama nanachathu athu tha nadathuruku nadatha God eruku,NOT
TA_HL247,"ayya manbu migu mudhalamaichar edapadi pazhanichami avagale ,engal sooznilaiyai kojam purinjigonga engaluku kadan athigam irukirathu kadan kuduthavargal",NOT
TA_HL248,ayyo enakku 23rd birthday poche © © ©,NOT
TA_HL251,ayyoo enna therumpavum panne vanthutucha ¤” ¤” ¤” ¤” ¤” ¯ ¯ ¯ ¯,NOT
TA_HL252,ayyooo surya sir ku vantha nelamaiya nenacha romba kastama iruku pa.,NOT
TA_HL253,ayyyo ithalam katti engaluku heart attack vara vaikathinga bro,NOT
TA_HL254,ayyyo mudiyala da samy … ‚ … ‚,NOT
TA_HL257,Bible la enna elutha pattirukkiratho athuthan nadakkum.21 june la ulagam aliyathu,NOT
TA_HL260,Brilliant tha nee ya? Teachera ketha than teriyum ummaiya pooiya nu ‚ ‚ ‚,NOT
TA_HL261,bro appa niraya padathula doctor la mask potangala aapa avangaala,NOT
TA_HL262,bro enaki ulagam aliradha padhila lam onnum ila ana na onnume anupavigama poiruvano nu payama iruku because na ippo varaikum single bro,NOT
TA_HL263,cha na num chromepet tha entha urla naraiya pear eppadi tha erukaga..,NOT
TA_HL264,cha rashmika apdi ena expression kudukura,NOT
TA_HL265,cha thayavu senju video kaga ipd la panadhinga enakum oru paiyan irukan pakumbodhe kashtama iruku pidikalana vitruga,NOT
TA_HL268,Charan nathaikku nadanthatha vatchi meera va pali vanguraru,NOT
TA_HL270,cheee evala yaruulladievitta....3 peravacha neeyelam adthavangala pesalama...over secen podura...monjaparu....,NOT
TA_HL274,cheran verum oru self gamer avlo thaan.. appa makal love avarukku 1% kude illa.. los eh use panni safe game aaduraar..antha aaale paarkumpothu saavadikkalamanu thonuthu..,NOT
TA_HL276,Chi athula Evlo per work pannranga theriuma.......... don't spread fake news.....,NOT
TA_HL290,china innum mab LA irukku innum konjam nalula athuvm kanana MA poidum,NOT
TA_HL291,chinna baby thane konjo kondu nadanthu kudukkalame sapduvanga baby kku sapadu kudukka kashdam than but ipd pannatheenga,NOT
TA_HL292,Corona kita thappichu atha vida kodumai yana intha filed girls ku vendam pa...,NOT
TA_HL294,Dai anthe chinne payen enna da senja ungele.. Nenge rendu perum.. Thappu panni tu.. Onnume panna tha chinne payen ne adichu konnu tenge la Da... Social media la.. Please anthe ponnu photo um serthu potunge. Avalukkum,NOT
TA_HL295,dai appptha da en birthday da ayo ayo,NOT
TA_HL296,dai avanuku apdi na enathu kuda theriyathu da avana yn da kondinge,NOT
TA_HL297,dai corona ipove vanthu enn nee attack panra enakum oru ponna set panni vidra..illana avlo than nee[,NOT
TA_HL301,Dai nee jolly ya erukka pacha pullaiya konnutiye,NOT
TA_HL303,Dai pavam Pannita kandipa unnaku punishment kadavule koduparu.,NOT
TA_HL307,daii ippa than da renne nu oru new actree vanthuruka athuvum oru 4 minutes padam atha ippa than pathtu innimea verithama irukumnu neanchea athukula ipdi oru kunnda thuki podurunga [,NOT
TA_HL309,dei ethuku peru expression ah da ‚[,NOT
TA_HL310,dei evala oru alunu evalukku fans club,NOT
TA_HL317,Eanakku inthe reshmika ve pidikkaveille,NOT
TA_HL320,edhunadandhalu suriyavadha solluvingala ¡.ealla manusa pannunadhukku avarena pannuvaru ¡ ¡ ¡.first eallaru vittuleye erunga apatha korona varadhu adhavittu .aduththavanga mela pallisolladhinga ¤¨  ,NOT
TA_HL322,ellam avanga avanga thanipatta vishayam... enga kudikathavanga yarachum sollunga... oru sillar virumbi sapuranga oru silar kattayathula sapuranga.. oru silar epavachum sapuranga silar ipdi vangi vertla sapuranga.. athu avaga problem .. ithula avanga yara koptanga Jamie ku... so avanga life...,NOT
TA_HL324,ellarum veruthutinga... ha ha ha.... enakkum nadantha nallathan irukkum,NOT
TA_HL325,ellarum wrk pannanumthan slirukanga so athanala kuptanga sandy snathu thapu ellaraum rmba kalaikaru avara kalaicha matum kovam varum konjam kuda yosikama pesuraru los avaru frnd thana los pavom,NOT
TA_HL326,en akka paiyan sappadu uootum pothu thookam sokkura mari act pannitu..sappada eduthu vecha piragu v2ah round adipan..avanuku uootrathukulla[,NOT
TA_HL327,en evaloo kudukura konjama kuduma..,NOT
TA_HL328,en ponnukku sorru utturathu kulla en bp romba highla poidum so ava soru sapida start pannathula irunthu ithu vara enga ammavey uttitu enkita kuduthuduvaanga,NOT
TA_HL329,en ponnum eptithan thannipotle kattanathan vaya thorappa[,NOT
TA_HL331,enaku epam than marriage akiruku nan valanum katavula pls bless me [,NOT
TA_HL334,enaku varadhellam fake id ya irundha enna pandradhu.......,NOT
TA_HL336,enamo unkita katathu matri pesura muthala un appa ammaku olunga sapadu kodu,NOT
TA_HL337,Endha thappum pannadha kozhandhaya kondrukanga innum thandana kodukala andha ponnu photo mattum yean podala idhuku mela andha ponnoda maanatha kaapathanuma ¡ ¡,NOT
TA_HL339,enga anna 1st ahh yellam sollitaru la aprm ena hair ku da safe ahh erukama epdi veliya suthitu erukinga,NOT
TA_HL342,enga sothukku vazhi ellama kedakkurom ungalukku shootting than mukkiyama,NOT
TA_HL343,enga v2la ithu nadanthiruntha...saudi vida bayangaramaana thandanai kidachirukum....[,NOT
TA_HL344,"engaloda name ku pinnadi (khan,kapoor,roshan ) apdinu surname iruku,but unnoda per ku pinnadi surname ethum illa(yen illa nu sharukhan avara paathu kekuran)",NOT
TA_HL350,enna enga Jonny bai kuda oil massagea ‚ ‚ ‚,NOT
TA_HL356,enna pa ithu thavarana karuthai solathinga,NOT
TA_HL358,ennada gepla dog sound ellam varudhu,NOT
TA_HL359,ennangada iluthuttu kedakku......itha poi....expression nu solluringa.....,NOT
TA_HL370,eppatha love panna aramichen athukkula epadi oru poraliya,NOT
TA_HL371,eppdiya pannu aprom Hollywood nadika povaru world war movie la act pannuvaru nejama world war 3 la ullagam allichurom,NOT
TA_HL373,eppo indha v2 la erimalai vedikka pogudhu vathikuchi vanitha idharku thalaimai thaanguvar ena theri vikka padukiradhu poruthu irundhu paarkkalam bigboss fan anaivaram parthu enjoy pannuvom,NOT
TA_HL374,epti than naanum pannuven... ana Pappa ku putikaana vitruven... † † † †,NOT
TA_HL375,erakumathi saikoodathu soulreengale edai nirutharathu,NOT
TA_HL376,etha la suriya sir patha aluthutuvaruu,NOT
TA_HL377,ethai.petravarukku.eppadi.thaan.manam.varutho,NOT
TA_HL378,ethana nalikuthanda aduthavanapathiya pugal paditrupinga.. valkaila munnera valiya parungada,NOT
TA_HL379,ethula ugaluku vilayata eruku ethu nala yavalo uyru poitu eruku theriuma enima vara kudathu vendikoga,NOT
TA_HL383,evala avala asinga paduthara mathi than theriuthu,NOT
TA_HL387,Evana pola mini satanku reply pannatheenga last days la eppadi than pariyasam pannuvanga ignore pannuga,NOT
TA_HL388,evanuga panathu thapu. antha kozhanthaiku thandanaiya,NOT
TA_HL391,evlo makkal kastapaduranga pavanga nangalum shop vashierukom rent kattanum sales ella owner vadagai kuda yethi viduranga 10% yearly bajajfinace cheak bounce charge pottu erukuradha pudungitanunga yengabporadgu sollunga,NOT
TA_HL395,evvalavo paathutom idhellam emmatharam,NOT
TA_HL396,expression ah enga kanom § § § § § § § §,NOT
TA_HL400,fake news... antha padam varumpothu rajini super star illai...athil villan rajiniin sithappa character il nanbiyaar nadithu iruppar...veru villan charcter illa...vijayakanth athargu munbe thoorthu idimulakkam padathil hero vaaga nadithu vittar ..,NOT
TA_HL401,fakenews podathenga unmaiya mattum sollunga,NOT
TA_HL402,first losliya va valiya anupanum...stupid...ava first nallava mari irundha ipo rombha rude ah behave pandra,NOT
TA_HL405,goverment vikura kadthuna sollrathu thappu,NOT
TA_HL407,hayyyo apdiyaaaa nakudaaa thedu thedunnnu thedinen ha ha ha,NOT
TA_HL409,hello unga likekaga kulanthaiua torchal pannatheenga..ipdiya udambellam sora irukku...kulanthaikku anba ootti vittadha sapdum..ipdi vrnda veruppa thinikka koodathu..,NOT
TA_HL410,hey naa lam chinna paiyan da intha ullakathula innum onnayumey paakala athukulla neenka kunda thooki poturinka ³ ³ ­ ­,NOT
TA_HL412,hey pothum pa ...romba over ah poringa ellarum......,NOT
TA_HL413,hey romba pavam ya surya ipadi pandringale ya,NOT
TA_HL417,history ah thonda arambichitanga.....!!! ‚ „,NOT
TA_HL420,i hate you losliya cheran sir ra eamathura .... ne athuku Appa nu avara kupidatha,NOT
TA_HL422,Idhu enna da pudhu porazhiyaa irukku,NOT
TA_HL425,idhu romba over .. avar patuku director Kadha solraru adha nadichitu poraru idhula avaruku ennada samandham avar enna pandrarunu thedi thedi neengale samandham paduthi meams poduringa idhu ungaluke over ah illa,NOT
TA_HL426,idhuku Modhalla Censor Kondu Varanum. Yella Meeripogudhu.,NOT
TA_HL427,idhuku Modhalla Censor Kondu Varanum. Yella Meeripogudhu.,NOT
TA_HL429,Idiot.. Ithelam kuduku vendiya items.. Even Doctor consuled.. Ne ena solra.. Dont put wrng information..,NOT
TA_HL431,iiiiyo evala yaru marupadium ulla vittathu konja naal bigg boss nimmathiya pakka vidamatranga,NOT
TA_HL432,illa athu yallamea nijama than nadanthuruku so surya ku therijiruku munnadiyea,NOT
TA_HL435,indha kasturiya modhalla veetta vittu virattanum pa,NOT
TA_HL437,"indha PM y tour pogama irukaru,, ata oor oora povare ipo tennavaam",NOT
TA_HL439,indha varusathula innum enna enna dhan nadakka pogudhunnu theriella,NOT
TA_HL441,indha vedio ku edha ans.... urupidiya yedhachum vedio podunga Update App to view,NOT
TA_HL442,inga parunga na surya fan..avar paatuku avaru velaya paathutu irukaru..nega ya ipdi thevai illama meams potutu irukega,NOT
TA_HL446,intha maari enga veetu pakkam um nadanthich,NOT
TA_HL448,intha mari video eduthu pullaigala koothadi aadathinga ...,NOT
TA_HL449,intha mathiry manushanga irukkumbothu eppidynga corona nilanadukkam ellam varama irukkum sollunga makkale ¤¦ ¡ ª,NOT
TA_HL451,Intha paravala en paiyan lam sappadala kulichuruvan [,NOT
TA_HL452,INTHA PENNU ORU AMMAVUKKU PRANTHIRUKKA VAIPPUILLA Update App to view,NOT
TA_HL457,"Intha Vazhkai Manusana Epadiyellam, Matthipodhu.",NOT
TA_HL459,ioo intha lusu ethuku ulla vitinga mothala avle worth illa kavina pathu soldra kedi,NOT
TA_HL461,IPadi nadantha na romba santhosa paduva,NOT
TA_HL462,ipalam ivala pathalea irritate aagudhu,NOT
TA_HL463,ipdi ore place la irukaduku padila velila kondu vandu bird trees katti sapafu oottalame,NOT
TA_HL464,ipdila pannakoodadhu pa sapadu muzhunga kasta padum kozhandha paavam andha kozhandha,NOT
TA_HL465,ipdithan 7 days la Korayum nu oru vdo la sonninga 15 days kudichalum no effect... daily exercise morning gap vidama pannanum food control venum. Ithan weight loss ku help panum. Ithulam waste nga,NOT
TA_HL467,ipo nee avala middle class nu sollraya ingayum ellarum apditha irukom ne eduku sl vambuku pora[,NOT
TA_HL469,ippa mattun enna pannadhu theriyamaya poeduchu muttalugala,NOT
TA_HL476,iru mannumilla . ispeytajavum idhayaraniyum movie heroine expression compare panna ithu kaal thoosu,NOT
TA_HL477,irukkursthulaiyeh tharamana sambavam newyark thappa ‚ ‚ ‚ ‚ ‚,NOT
TA_HL478,iruthu enna panna poi seruvom Enna valka daa,NOT
TA_HL479,itha 20 per ku anupuna ulagam aliyatham[,NOT
TA_HL480,itha edhukku shayisha purushan ipdi paakkuraru [,NOT
TA_HL481,itha losliya nu solitingale,NOT
TA_HL482,itha thadai panna thana disease athigama paravum..atha vachu business pannalam.athan..vera onnum illa.,NOT
TA_HL483,ithae mathri tha 2012 sonanga but onumae nadakalyae oru ulagam alinchu pora mathri movie matu tha relase achu [,NOT
TA_HL484,ithai nampi ponnugga valaikaya tholaikathiga avlothan solamudiyum,NOT
TA_HL486,ithana perum oruthikki poradranugala,NOT
TA_HL487,"ithe mayan kalander la than 2000 varusathil ulagam aliya poguthunu sonnanga, aana appadi onnum nadakavillai, itheil kodumaiyan visayam enna ventral australia naatu pirathamarum,2000 la ulagam azhiya pogurathu 100/unmai entru koorinar.",NOT
TA_HL488,ithella overa illa..enna nadanthalum avar movieye connect pannidrenga..pavampa,NOT
TA_HL490,"ithellam suththa poi, already maayan calendar mudinjuruchu Apro athu epdi kanichurukkum, ipdi tha 2012 layum sonnanga but poomi aliyala",NOT
TA_HL496,"ithuku ethukaga ivlo likes potrukenga, manasatchiye illatha manushanga",NOT
TA_HL497,ithuku mela na manishangave iruku maten pavam ya vitudugen,NOT
TA_HL498,ithuku paravala nethu oru memes pathen antha kodumaiya eppati en vaiyala solluven..... aluthal kanner varum endru andrae kanitharu antha memes pathathu seithuten,NOT
TA_HL500,ithulam north india la than nadakum tamil natla illa namma ponnunga reply pannitale ithu vera mathiri ponnu apdinu nenaipanga pannalana scene poduranu solvanga trust vaika matanga athuvum lover vachi kittu single nu sollitu yemathuvanga [,NOT
TA_HL511,ivalo height ukandhu saptu mudichu keela patha bayathula vomit varava,NOT
TA_HL512,ivalo naal 2 perum sernthu elaraijum kalaaichu jolly pannineinkalae ipo unka aahluku onnunna eriuthaaa kavin. double game kavin,NOT
TA_HL514,ivalukku muttu kodukka oru nayum kanavillai,NOT
TA_HL517,ivan Loosa illa loose mathri natkirana[,NOT
TA_HL518,ivana ptikgala ivan Win pannave kudathu en sapam epo paru kavinnada,NOT
TA_HL521,ivanga senjadhu kutram illa maha paavam.ivangala indha paavam nimmadhiya irukaviduma.avangaluke uruthum .,NOT
TA_HL524,ivanugalukum athea thandai kudukanum ¡ ¡ ¡ ¡ ¡ ¡ athan neenga pathninga police karan kudumbathala oru handihapped children irupan because their worst,NOT
TA_HL531,iyyo kadavulae pulla epdilam thudichatho....,NOT
TA_HL534,kadavuluku koduratha vittutu un pakkathula pasila...kasta pattu iruppan avanta kudu...pothum ithula hindu.. Christian..muslimnu ethuvu illa..,NOT
TA_HL543,karade ku mailula ¯ ¯ ¯ ¯ ¯,NOT
TA_HL551,kavala padathama motha sothum unaku than,NOT
TA_HL554,Kavin 4 girls oda pesunathu fun ka ha than Ella housemates front la Nindu sonnan but shakshi than serious ah atha eduthukuthu ella housemates kitta poi nan hurt aiten apadinu sonna athuku aprm kavin sorry sonnanan aparamum ellarum nee 4 girls oda pesina apidinu solraga,NOT
TA_HL562,kavin na pathi peysa peysa trp erudu vanitha va pathi peysakula kovam erudu ....kavin always bst....iva pathalum thirudha mtn,NOT
TA_HL567,kavinkitta pesa vanitha unakku thahuthiilla,NOT
TA_HL570,keys ilamozhi sir meera onnu thappa sollala first atha purunjukkonga avunga edathula yara erunthalum appadi tha behave pannuvanga,NOT
TA_HL574,konjam athu kitta irunthu phone ah vangi vainga sir. thaanga mudiyala,NOT
TA_HL575,konjam overa erundhalu pakka sitipa eruku ¤£ ¤£ ¤£ ¤£,NOT
TA_HL578,Kozhanthaiya velila thookitu poitu sapdu kodunga. Vedikka parthukitu sapduvanga,NOT
TA_HL579,kulantha ilathavangaluku intha kadavul thara matar.... ¡ ¡ ¡ ¡ ¡,NOT
TA_HL581,kulanthaya path'thu. tharuvula vetta tharu Na'i kadekkatha saium Na'i mala. thappu. ella o malatha thappu,NOT
TA_HL582,kuli vatta redy a eruka solraruu polaa,NOT
TA_HL583,kusummu pudichavanga than othukran but corona varathu nu solrathu over ah iruku ipadi solli solliea payama ituku,NOT
TA_HL584,la migavum nadikira matravargalukku game saiya manasu varama pogum evalin nadagam than nadakkude bigg boss?????? saikirar,NOT
TA_HL585,Like comments kaga ellai meeri poranga,NOT
TA_HL586,Like kag kevalmana video uploaded pana venda.,NOT
TA_HL588,los a kavin love ennum peril emathuran athu theriyama avalum emarura athathan cheran sollurar true Love na veliya vanthu love panni kalyanam pannadum yellorum valthuvanga,NOT
TA_HL591,losliya Capitan aeta nee onum parupala ellavokk va santy jolly tha sonaga kk apram kavin muthala vela anupanum onu los ponum ella kavin,NOT
TA_HL594,losliya kavin ah parthu pal izhikirathu engaluku pidikala ithana ava mela verupu varuthu,NOT
TA_HL596,losliya kita dress ae ilayae yen kavin tshirt ae potutu iruka ... epavachum spcl feel pannumbothu podalam athuku nu ipdi dailyuma ah .... mudiyala..... ipdi pannitu iruntha bb veetula iruka yaruku tha irritate aga mattanga....[,NOT
TA_HL601,losliya unoda unmaiyana mugam eathu ni nadikara,NOT
TA_HL608,lvalukku rasigarkal irukkunnu kekkumpothuthan shock,NOT
TA_HL609,maalai badram mma..avarudaiya muzhiye sariyille.,NOT
TA_HL611,"Madhu endha problemum pannala.. Girls ellarayum pasanga use pandranganu vanitha sonnathuthan problem... Innum sollanumna madhu ku yaarkudavum entha problemum illa,avanga ella ponnungaluckagavum than peauranga, Losliya ippo kuda kavinuku support pandra mathiri scene podra......",NOT
TA_HL612,madhu idhuke ivlo serious aguringa innum evlo iruku...last season la hair cut pannitanga.. molaka podi pottanga evlo nadanthuchu...madhu kitta na ivlo kova yethir pakala,NOT
TA_HL614,madhu nadipaali..use panrNu pesuna avlotha,NOT
TA_HL617,Madhu overah drama panra pah losila neenga pesunadhu dhan correct sis mathunala kavin aluguran cha madhu yen dhan ipdi ella manasayum kasttap padhuralo,NOT
TA_HL621,Madhu reality konjam konjama veliya varuthu....   ¡  ,NOT
TA_HL622,madhu va patha kadupa varuthu Pasanga friends kaga enna vena pesalam but ponnunga friends kaga pesina thappa..... Madhu correct but vanitha madhuva use pandranga..ithumattum than unmaiii,NOT
TA_HL623,Makeup ellama epatha onga ellarayum pakure[,NOT
TA_HL624,makkalukku corona Vara Koodathunu oru police kaalla vizunthar sappadu thani illama evvalavu peru namakkaga poradunanga avargalukku matthiyil intha madiri naaigalum police pera kedukkuthunga,NOT
TA_HL626,manasu valikuthu 27 age aaguthu original dp sathiyama entha love m illa kalyanamum aagala own house iruku enna panrathu oru ponum pakka thonala pathalum nammla yarachum love ponnuvangala manasu valikuthu,NOT
TA_HL628,"manusanuggala nigga yeallam ,oru uyir avalavu keavalama ungalukku yeallam enda posting kuduthavagga la sollanum .uggalala yealla police kum keatta name.evagga familyya tanima paduthugga adu than evaggalukku thandanai.",NOT
TA_HL631,Marriage annaiku purusan photo pathen. Aduthu Ipa varaikum neeya than photo podura. Enga veratti vitta Purusana,NOT
TA_HL632,corono entukuda patkamatrargal engalai migavum thontharavu seigirargal engaluku uiraivida manam than romba mukkiyam kadan kuduthavarkalai nangal ematra virumba villai thayavu seithu urradangai thalarthavum,NOT
TA_HL633,marriage nadandhu mudiyara varaikkum koma la irundhangala?,NOT
TA_HL635,maruthduva karuvikal india products pannalam ean other countries la erundu vanganum,NOT
TA_HL636,masama eruka ponnu epde pannalamaaa ma,NOT
TA_HL637,mask vanguna wash panni potanum ellarum thoturupanga,NOT
TA_HL640,mathu pesurathu full ah thappu.....avangalukku abhi porathula pirachanaina abhi kasta paduvanu thonuchuna.....naan jail ku porenu sollirukkalanmla mathu....yen sollala...los kettathu odanea pecha mathittinga....kettathukku enna best nu sollitinga...naan eppdi jail ku poganumnu kekkuringa....,NOT
TA_HL641,Matra naparayum photo eduthu podavendiyathuthane MLA Natha poduveengala,NOT
TA_HL647,meera vellila poiachu...inidhan real bigbass ea ini dhan start...nominate panna meera illa la....so yaru real face reel face nu clear a theriyum...,NOT
TA_HL649,memes creator na sirika vekkanum epdi kovam vara madhiri post panna kodadhu,NOT
TA_HL650,modhala idhu ulla varadhu key worth illa,NOT
TA_HL651,money .......life eputi matheriche pathigala,NOT
TA_HL653,mudiyala pavam Surya Anna why Ippudi paduthuringa avara,NOT
TA_HL654,mukkal vasi peru ipudi than utturom,NOT
TA_HL655,"Mumbai people ithukhu sariyana pathil adi Kodukha vendum,",NOT
TA_HL656,muttal villana nadikka vendam Hero va Nadikkanu sonnar,NOT
TA_HL659,na en kuzhanthaiki saapadu ooti mudikirathukulla azhuthe viduven,NOT
TA_HL660,na naburen seekram saagalam elarum onna saaguradhula sandhosamdha,NOT
TA_HL661,na nambaran ena already neriya peru death nallavangalum intha year la sethutanga,NOT
